season,location,event_name,name_in_db,nationality,gender,division,age_group,total_time,run_time,work_time,roxzone_time,run1_time,run2_time,run3_time,run4_time,run5_time,run6_time,run7_time,run8_time,skiErg_time,sledPush_time,sledPull_time,burpeeBroadJump_time,rowErg_time,farmersCarry_time,sandbagLunges_time,wallBalls_time
8,shanghai,2025 Shanghai,"Chen, Yuanmin",CHN,male,open,35-39,86.1,40.2,36.88333333333333,9.066666666666666,5.166666666666667,4.333333333333333,4.75,4.85,5.183333333333334,4.883333333333334,4.966666666666667,6.116666666666666,4.583333333333333,3.3,4.966666666666667,5.816666666666666,4.916666666666667,2.183333333333333,6.083333333333333,5.033333333333333
