search_name,season,location,name_in_db,nationality,division,age_group,total_time,run_time,work_time,skiErg_time,sledPush_time,sledPull_time,burpeeBroadJump_time,rowErg_time,farmersCarry_time,sandbagLunges_time,wallBalls_time
Chen Yuanmin,8,shanghai,"Chen, Yuanmin",CHN,open,35-39,86.1,40.2,36.88333333333333,4.583333333333333,3.3,4.966666666666667,5.816666666666666,4.916666666666667,2.183333333333333,6.083333333333333,5.033333333333333
