age_group,division,event_id,event_name,gender,name,nationality,roxzone_time,run1_time,run2_time,run3_time,run4_time,run5_time,run6_time,run7_time,run8_time,run_time,total_time,skiErg_time,sledPush_time,sledPull_time,burpeeBroadJump_time,rowErg_time,farmersCarry_time,sandbagLunges_time,wallBalls_time,work_time
16-24,open,JGDMS4JI8B2,2024 Amsterdam,female,"Van ‘T Loo, Melissa",NED,4.45,3.6333333333333333,5.333333333333333,5.066666666666666,5.183333333333334,5.333333333333333,5.183333333333334,4.916666666666667,5.283333333333333,39.86666666666667,71.98333333333333,4.55,1.9,3.433333333333333,3.0833333333333335,4.7,1.75,3.85,4.483333333333333,27.75
45-49,open,JGDMS4JI8B2,2024 Amsterdam,female,"Huy, Luise",GER,4.733333333333333,3.3,4.65,4.8,4.766666666666667,4.883333333333334,4.75,4.733333333333333,4.966666666666667,36.78333333333333,72.15,4.7,1.6666666666666667,4.383333333333334,4.75,4.866666666666666,1.85,4.516666666666667,3.966666666666667,30.7
25-29,open,JGDMS4JI8B2,2024 Amsterdam,female,"Meijer, Rixt",NED,5.283333333333333,3.2333333333333334,4.666666666666667,4.95,4.933333333333334,5.0,4.916666666666667,4.85,5.366666666666666,37.88333333333333,72.43333333333334,4.7,1.8,4.15,4.266666666666667,4.933333333333334,2.033333333333333,4.316666666666666,3.183333333333333,29.383333333333333
16-24,open,JGDMS4JI8B2,2024 Amsterdam,female,"Mane, Natasha",GBR,4.7,3.5,5.25,5.433333333333334,5.3,5.35,5.216666666666667,5.383333333333334,5.716666666666667,41.083333333333336,73.31666666666666,4.6,1.9,3.683333333333333,3.783333333333333,5.116666666666666,1.75,2.8666666666666667,3.933333333333333,27.633333333333333
45-49,open,JGDMS4JI8B2,2024 Amsterdam,female,"Banks, Emily",AUS,5.5,3.683333333333333,4.916666666666667,4.85,5.0,5.083333333333333,5.0,4.933333333333334,5.216666666666667,38.61666666666667,73.48333333333333,4.716666666666667,2.066666666666667,4.116666666666666,4.383333333333334,4.966666666666667,1.5166666666666666,3.2333333333333334,4.433333333333334,29.433333333333334
50-54,open,JGDMS4JI8B2,2024 Amsterdam,female,"Cullinane, Brenda",IRL,4.65,3.566666666666667,5.216666666666667,5.333333333333333,5.3,5.316666666666666,5.3,5.433333333333334,5.55,40.96666666666667,74.1,4.8,1.85,3.8833333333333333,4.766666666666667,5.016666666666667,1.5,3.5,3.2333333333333334,28.55
45-49,open,JGDMS4JI8B2,2024 Amsterdam,female,"Maher, Maria",IRL,5.083333333333333,3.2666666666666666,4.783333333333333,4.883333333333334,5.05,5.1,4.866666666666666,4.783333333333333,5.4,38.083333333333336,74.48333333333333,5.066666666666666,1.9,4.933333333333334,4.65,5.183333333333334,1.55,4.1,4.0,31.383333333333333
30-34,open,JGDMS4JI8B2,2024 Amsterdam,female,"Houben, Nathalie",GER,4.883333333333334,3.3,4.783333333333333,5.133333333333334,5.233333333333333,5.4,5.35,5.3,5.55,39.983333333333334,75.21666666666667,4.516666666666667,2.033333333333333,3.6666666666666665,4.833333333333333,4.8,1.7333333333333334,4.1,4.75,30.433333333333334
25-29,open,JGDMS4JI8B2,2024 Amsterdam,female,"Ashton, Naomi",NED,4.783333333333333,5.25,4.85,4.866666666666666,5.133333333333334,5.133333333333334,5.083333333333333,5.133333333333334,5.6,40.983333333333334,75.38333333333334,4.85,1.65,4.433333333333334,3.85,5.033333333333333,1.5166666666666666,3.5166666666666666,4.866666666666666,29.716666666666665
25-29,open,JGDMS4JI8B2,2024 Amsterdam,female,"Heggarty, Hannah",GBR,4.533333333333333,3.35,4.866666666666666,5.016666666666667,5.033333333333333,5.116666666666666,5.133333333333334,5.066666666666666,5.3,38.81666666666667,75.75,4.716666666666667,3.05,5.266666666666667,4.366666666666666,5.1,2.533333333333333,3.3833333333333333,4.05,32.46666666666667
30-34,open,JGDMS4JI8B2,2024 Amsterdam,female,"Van Der Wijk, Marlot",NED,6.683333333333334,3.4,4.583333333333333,4.95,4.933333333333334,5.1,5.2,5.2,5.4,38.71666666666667,76.36666666666666,4.566666666666666,1.7666666666666666,4.466666666666667,5.25,4.933333333333334,1.6666666666666667,3.7666666666666666,4.633333333333334,31.05
25-29,open,JGDMS4JI8B2,2024 Amsterdam,female,"Hopp, Carina",GER,4.783333333333333,3.25,4.633333333333334,4.9,4.783333333333333,4.966666666666667,4.816666666666666,4.85,5.366666666666666,37.5,76.65,4.683333333333334,2.1,4.716666666666667,5.833333333333333,5.433333333333334,2.0166666666666666,3.566666666666667,6.083333333333333,34.43333333333333
25-29,open,JGDMS4JI8B2,2024 Amsterdam,female,"Nasup, Merisa",GER,5.316666666666666,3.183333333333333,4.8,4.983333333333333,5.016666666666667,5.366666666666666,5.033333333333333,5.116666666666666,5.866666666666666,39.3,77.05,4.983333333333333,2.05,4.0,5.633333333333334,4.933333333333334,1.8666666666666667,4.433333333333334,4.616666666666666,32.516666666666666
25-29,open,JGDMS4JI8B2,2024 Amsterdam,female,"Gascoigne, Mollie",GBR,4.883333333333334,3.683333333333333,5.166666666666667,5.45,5.45,5.583333333333333,5.433333333333334,5.4,5.9,42.0,77.71666666666667,4.966666666666667,2.0166666666666666,4.366666666666666,4.866666666666666,5.3,1.8166666666666667,3.1,4.483333333333333,30.916666666666668
25-29,open,JGDMS4JI8B2,2024 Amsterdam,female,"Zwerver, Zola",NED,4.55,3.566666666666667,4.833333333333333,4.9,4.933333333333334,5.1,5.1,5.116666666666666,5.783333333333333,39.28333333333333,78.13333333333334,4.983333333333333,2.2,4.916666666666667,3.9833333333333334,4.95,2.533333333333333,4.0,6.8,34.36666666666667
16-24,open,JGDMS4JI8B2,2024 Amsterdam,female,"Jones, Holly",IRL,5.166666666666667,3.466666666666667,4.866666666666666,5.316666666666666,5.4,5.283333333333333,5.216666666666667,5.166666666666667,5.633333333333334,40.28333333333333,78.51666666666667,4.633333333333334,1.8833333333333333,4.433333333333334,5.066666666666666,4.783333333333333,2.1166666666666667,4.316666666666666,5.916666666666667,33.15
35-39,open,JGDMS4JI8B2,2024 Amsterdam,female,"Houston, Jan",GBR,5.033333333333333,3.75,5.166666666666667,5.233333333333333,5.2,5.266666666666667,5.016666666666667,5.133333333333334,5.483333333333333,40.21666666666667,79.45,4.983333333333333,2.0,5.05,4.483333333333333,5.2,2.066666666666667,4.2,6.283333333333333,34.266666666666666
