age_group,division,event_id,event_name,gender,name,nationality,roxzone_time,run1_time,run2_time,run3_time,run4_time,run5_time,run6_time,run7_time,run8_time,run_time,total_time,skiErg_time,sledPush_time,sledPull_time,burpeeBroadJump_time,rowErg_time,farmersCarry_time,sandbagLunges_time,wallBalls_time,work_time
30-34,open,JGDMS4JI8B2,2024 Amsterdam,male,"Currie, John",GBR,4.466666666666667,2.816666666666667,4.083333333333333,4.533333333333333,4.633333333333334,4.666666666666667,4.616666666666666,4.583333333333333,4.833333333333333,34.7,69.61666666666666,4.05,1.9,4.183333333333334,3.9,4.35,1.9,3.4,6.833333333333333,30.516666666666666
40-44,open,JGDMS4JI8B2,2024 Amsterdam,male,"Hartog, Sebastiaan",NED,4.516666666666667,3.066666666666667,4.233333333333333,4.383333333333334,4.65,4.6,4.75,4.8,4.983333333333333,35.43333333333333,69.75,4.1,1.9666666666666666,3.95,4.15,4.566666666666666,1.9,3.9,5.333333333333333,29.866666666666667
40-44,open,JGDMS4JI8B2,2024 Amsterdam,male,"Michalski, Mariusz",POL,5.366666666666666,3.066666666666667,4.6,4.75,4.933333333333334,5.05,4.833333333333333,5.1,5.616666666666666,37.88333333333333,69.95,4.4,1.6,4.05,3.3,4.616666666666666,1.5333333333333334,3.466666666666667,3.8,26.766666666666666
30-34,open,JGDMS4JI8B2,2024 Amsterdam,male,"Krupnov, Alexander",HYROX,4.566666666666666,3.25,4.85,5.0,5.083333333333333,5.133333333333334,5.1,5.166666666666667,5.5,39.0,70.13333333333334,3.9166666666666665,2.316666666666667,3.85,3.4833333333333334,4.116666666666666,1.2666666666666666,3.433333333333333,4.233333333333333,26.616666666666667
25-29,open,JGDMS4JI8B2,2024 Amsterdam,male,"Van Tongerlo, Djarno",NED,4.6,3.3333333333333335,4.6,4.95,4.9,5.016666666666667,4.85,4.883333333333334,5.2,37.666666666666664,70.3,4.483333333333333,1.9,3.25,4.183333333333334,4.7,1.5666666666666667,3.466666666666667,4.55,28.1
35-39,open,JGDMS4JI8B2,2024 Amsterdam,male,"Mensink, Nick",NED,5.133333333333334,3.033333333333333,4.866666666666666,4.833333333333333,4.833333333333333,5.283333333333333,4.85,4.633333333333334,5.333333333333333,37.61666666666667,70.4,3.933333333333333,1.5833333333333333,3.466666666666667,3.7666666666666666,4.483333333333333,1.4333333333333333,4.283333333333333,4.8,27.75
40-44,open,JGDMS4JI8B2,2024 Amsterdam,male,"Konrad-Werner, Dennis",GER,5.05,3.566666666666667,4.95,5.116666666666666,5.25,5.366666666666666,5.25,5.3,5.466666666666667,40.21666666666667,70.6,3.8,1.6333333333333333,2.8,4.833333333333333,4.083333333333333,1.3833333333333333,3.7333333333333334,3.1666666666666665,25.433333333333334
35-39,open,JGDMS4JI8B2,2024 Amsterdam,male,"De Groot-Ultee, Richard",NED,4.75,3.2333333333333334,4.616666666666666,4.766666666666667,4.666666666666667,4.816666666666666,4.783333333333333,4.716666666666667,5.133333333333334,36.68333333333333,70.78333333333333,4.116666666666666,1.9333333333333333,3.8833333333333333,4.483333333333333,4.316666666666666,1.75,4.133333333333334,4.8,29.416666666666668
25-29,open,JGDMS4JI8B2,2024 Amsterdam,male,"Golbach, Erik",NED,4.733333333333333,3.3,4.416666666666667,4.366666666666666,4.466666666666667,4.566666666666666,4.533333333333333,4.533333333333333,5.0,35.1,70.85,4.233333333333333,1.9,4.433333333333334,4.216666666666667,4.433333333333334,1.3833333333333333,4.933333333333334,5.583333333333333,31.116666666666667
25-29,open,JGDMS4JI8B2,2024 Amsterdam,male,"Van Meerendonk, Luke",NED,4.5,3.5,4.45,4.666666666666667,4.85,5.0,4.966666666666667,5.1,5.65,38.11666666666667,71.05,4.383333333333334,2.0166666666666666,3.15,3.8,4.4,1.95,3.05,5.75,28.5
40-44,open,JGDMS4JI8B2,2024 Amsterdam,male,"Verschor, Frido",NED,4.633333333333334,2.9,4.25,4.483333333333333,4.7,4.75,4.616666666666666,4.416666666666667,4.966666666666667,35.03333333333333,71.18333333333334,4.416666666666667,2.466666666666667,4.333333333333333,4.6,4.6,1.9833333333333334,4.2,4.966666666666667,31.566666666666666
35-39,open,JGDMS4JI8B2,2024 Amsterdam,male,"Franke, Tim",GER,5.65,3.4166666666666665,4.783333333333333,4.766666666666667,4.7,4.85,4.783333333333333,4.933333333333334,5.2,37.4,71.25,4.4,1.7666666666666666,3.25,4.283333333333333,4.466666666666667,1.3833333333333333,3.5,5.233333333333333,28.283333333333335
30-34,open,JGDMS4JI8B2,2024 Amsterdam,male,"Frijters, Gijs",NED,0.0,3.55,4.7,4.766666666666667,4.916666666666667,5.116666666666666,5.066666666666666,4.833333333333333,5.15,0.0,71.66666666666667,4.2,1.7833333333333334,3.216666666666667,4.2,4.333333333333333,1.7833333333333334,4.083333333333333,5.333333333333333,28.933333333333334
16-24,open,JGDMS4JI8B2,2024 Amsterdam,male,"Zeestraten, Marc",NED,5.25,3.4166666666666665,4.6,4.6,4.766666666666667,4.933333333333334,4.85,4.8,5.6,37.516666666666666,71.73333333333333,4.533333333333333,1.4333333333333333,3.216666666666667,4.716666666666667,4.333333333333333,1.7333333333333334,4.283333333333333,4.8,29.05
25-29,open,JGDMS4JI8B2,2024 Amsterdam,male,"Snel, Jordy",NED,4.366666666666666,2.7333333333333334,4.216666666666667,4.566666666666666,4.466666666666667,4.583333333333333,4.666666666666667,4.616666666666666,5.05,34.833333333333336,71.8,4.166666666666667,2.3666666666666667,4.6,4.4,4.65,2.3833333333333333,4.616666666666666,5.466666666666667,32.65
